,efm,reaction,kcat,dq/dk,dlogq/dlogk
27,656,r12r,1.36e+03,1.72e-08,4.84e-05
28,656,r11r,1.34e+02,1.26e-05,3.47e-03
29,656,r70,9.95e+01,3.37e-07,6.92e-05
0,659,r54ra,3.51e-01,2.45e+00,5.22e-01
1,659,r22,3.59e+02,6.27e-06,1.36e-03
2,659,r21,3.77e+01,3.30e-03,7.53e-02
3,659,r54rb,3.24e+02,5.90e-05,1.16e-02
4,659,r26r,8.92e+01,7.35e-05,3.97e-03
5,659,r3,1.15e+02,4.72e-04,3.29e-02
6,659,r27,7.81e+01,2.40e-03,1.14e-01
7,659,r7rb,3.90e+02,7.25e-05,1.71e-02
8,659,r25,1.51e+02,2.76e-04,2.51e-02
9,659,r24,1.08e+02,6.50e-05,4.27e-03
10,659,r23r,3.26e+01,2.23e-04,4.41e-03
11,659,r10c,1.10e+02,1.93e-04,1.29e-02
12,659,r41,7.59e+01,1.89e-04,8.68e-03
13,659,r40,1.23e+02,4.41e-05,3.29e-03
14,659,r6r,7.84e+03,1.58e-06,7.52e-03
15,659,r5r,7.99e+00,4.26e-03,2.06e-02
16,659,r15r,7.53e+01,2.29e-04,1.04e-02
17,659,r14r,1.67e+01,2.81e-03,2.85e-02
18,659,r28r,2.82e+02,1.14e-05,1.94e-03
19,659,r27b,1.79e+02,1.13e-04,1.23e-02
20,659,r7ra,2.33e+02,1.89e-04,2.67e-02
21,659,r7rc,5.31e+01,1.98e-04,6.37e-03
22,659,r13r,4.64e+01,4.05e-05,1.14e-03
23,659,r10a,2.41e+02,8.10e-05,1.18e-02
24,659,r1,1.04e+02,2.66e-04,1.67e-02
25,659,r10b,4.10e+02,4.43e-05,1.10e-02
26,659,r93,9.97e+01,8.03e-06,4.85e-04
27,659,r8r,2.11e+02,4.48e-05,5.72e-03
28,659,r12r,1.36e+03,4.15e-08,3.42e-05
29,659,r11r,1.34e+02,3.26e-05,2.65e-03
30,659,r70,9.95e+01,2.82e-07,1.70e-05
0,661,r22,3.59e+02,8.71e-06,5.97e-03
1,661,r21,3.77e+01,5.42e-04,3.90e-02
2,661,r26r,8.92e+01,3.74e-05,6.38e-03
3,661,r3,1.15e+02,3.49e-04,7.66e-02
4,661,r27,7.81e+01,2.53e-03,3.78e-01
5,661,r7rb,3.90e+02,2.52e-05,1.88e-02
6,661,r25,1.51e+02,9.05e-05,2.60e-02
7,661,r24,1.08e+02,2.89e-05,5.99e-03
8,661,r23r,3.26e+01,1.79e-04,1.12e-02
9,661,r10c,1.10e+02,9.65e-05,2.03e-02
10,661,r41,7.59e+01,2.54e-05,3.68e-03
11,661,r40,1.23e+02,4.98e-05,1.17e-02
12,661,r6r,7.84e+03,1.27e-06,1.90e-02
13,661,r5r,7.99e+00,3.51e-03,5.35e-02
14,661,r15r,7.53e+01,1.89e-04,2.71e-02
15,661,r14r,1.67e+01,2.69e-03,8.60e-02
16,661,r28r,2.82e+02,2.90e-06,1.56e-03
17,661,r27b,1.79e+02,2.55e-04,8.72e-02
18,661,r7ra,2.33e+02,9.12e-05,4.06e-02
19,661,r7rc,5.31e+01,1.30e-04,1.32e-02
20,661,r13r,4.64e+01,3.94e-05,3.49e-03
21,661,r10a,2.41e+02,2.13e-05,9.79e-03
22,661,r1,1.04e+02,1.27e-04,2.53e-02
23,661,r10b,4.10e+02,1.05e-05,8.19e-03
24,661,r94,1.00e+02,1.49e-05,2.85e-03
25,661,r53r,1.39e+02,5.11e-06,1.36e-03
26,661,r93,9.97e+01,8.03e-06,1.53e-03
27,661,r8r,2.11e+02,2.58e-05,1.04e-02
28,661,r12r,1.36e+03,2.80e-08,7.29e-05
29,661,r11r,1.34e+02,2.06e-05,5.28e-03
30,661,r70,9.95e+01,3.27e-07,6.22e-05
0,662,r22,3.59e+02,1.69e-05,1.70e-02
1,662,r21,3.77e+01,4.48e-04,4.73e-02
2,662,r26r,8.92e+01,3.63e-05,9.07e-03
3,662,r3,1.15e+02,1.59e-04,5.14e-02
4,662,r27,7.81e+01,1.87e-04,4.09e-02
5,662,r9,5.13e+02,8.73e-10,1.26e-06
6,662,r80,7.10e+01,2.52e-03,5.02e-01
7,662,r7rb,3.90e+02,1.24e-05,1.36e-02
8,662,r25,1.51e+02,8.11e-05,3.42e-02
9,662,r24,1.08e+02,4.34e-05,1.32e-02
10,662,r23r,3.26e+01,1.87e-04,1.71e-02
11,662,r10c,1.10e+02,5.01e-05,1.55e-02
12,662,r40,1.23e+02,8.19e-06,2.83e-03
13,662,r6r,7.84e+03,6.15e-07,1.35e-02
14,662,r5r,7.99e+00,1.70e-03,3.81e-02
15,662,r15r,7.53e+01,9.14e-05,1.93e-02
16,662,r14r,1.67e+01,1.33e-03,6.23e-02
17,662,r28r,2.82e+02,6.00e-06,4.74e-03
18,662,r7ra,2.33e+02,4.46e-05,2.92e-02
19,662,r7rc,5.31e+01,6.17e-05,9.19e-03
20,662,r13r,4.64e+01,1.96e-05,2.54e-03
21,662,r10a,2.41e+02,1.49e-05,1.01e-02
22,662,r1,1.04e+02,7.55e-05,2.20e-02
23,662,r10b,4.10e+02,7.72e-06,8.86e-03
24,662,r29r,2.11e+02,4.91e-06,2.90e-03
25,662,r93,9.97e+01,8.03e-06,2.24e-03
26,662,r8r,2.11e+02,1.22e-05,7.21e-03
27,662,r12r,1.36e+03,1.55e-08,5.93e-05
28,662,r11r,1.34e+02,1.04e-05,3.89e-03
29,662,r70,9.95e+01,3.13e-07,8.72e-05
0,667,r54ra,3.51e-01,1.43e+00,4.93e-01
1,667,r22,3.59e+02,4.32e-06,1.52e-03
2,667,r21,3.77e+01,1.97e-03,7.28e-02
3,667,r54rb,3.24e+02,3.43e-05,1.09e-02
4,667,r26r,8.92e+01,2.84e-05,2.49e-03
5,667,r3,1.15e+02,2.58e-04,2.91e-02
6,667,r27,7.81e+01,1.36e-04,1.04e-02
7,667,r80,7.10e+01,2.21e-03,1.54e-01
8,667,r7rb,3.90e+02,4.93e-05,1.89e-02
9,667,r25,1.51e+02,1.14e-04,1.69e-02
10,667,r24,1.08e+02,2.67e-05,2.84e-03
11,667,r23r,3.26e+01,1.01e-04,3.23e-03
12,667,r10c,1.10e+02,1.25e-04,1.35e-02
13,667,r41,7.59e+01,7.26e-05,5.41e-03
14,667,r40,1.23e+02,3.09e-05,3.74e-03
15,667,r6r,7.84e+03,1.07e-06,8.21e-03
16,667,r5r,7.99e+00,2.87e-03,2.25e-02
17,667,r15r,7.53e+01,1.27e-04,9.40e-03
18,667,r14r,1.67e+01,1.75e-03,2.87e-02
19,667,r28r,2.82e+02,4.47e-06,1.24e-03
20,667,r7ra,2.33e+02,1.29e-04,2.96e-02
21,667,r7rc,5.31e+01,1.40e-04,7.33e-03
22,667,r13r,4.64e+01,3.17e-05,1.44e-03
23,667,r10a,2.41e+02,5.29e-05,1.25e-02
24,667,r1,1.04e+02,1.84e-04,1.88e-02
25,667,r10b,4.10e+02,2.81e-05,1.13e-02
26,667,r93,9.97e+01,8.03e-06,7.86e-04
27,667,r8r,2.11e+02,3.23e-05,6.68e-03
28,667,r12r,1.36e+03,5.73e-08,7.67e-05
29,667,r11r,1.34e+02,2.14e-05,2.81e-03
30,667,r70,9.95e+01,3.78e-07,3.69e-05
0,668,r91,1.00e+02,1.15e-05,2.43e-03
1,668,r55b,5.88e+01,3.70e-05,4.61e-03
2,668,r55a,9.13e+01,3.17e-05,6.13e-03
3,668,r22,3.59e+02,5.68e-06,4.31e-03
4,668,r21,3.77e+01,8.48e-04,6.76e-02
5,668,r26r,8.92e+01,2.70e-05,5.10e-03
6,668,r3,1.15e+02,3.01e-04,7.32e-02
7,668,r27,7.81e+01,2.39e-03,3.95e-01
8,668,r7rb,3.90e+02,2.12e-05,1.75e-02
9,668,r25,1.51e+02,5.42e-05,1.73e-02
10,668,r24,1.08e+02,1.90e-05,4.35e-03
11,668,r23r,3.26e+01,1.16e-04,8.02e-03
12,668,r10c,1.10e+02,8.00e-05,1.86e-02
13,668,r41,7.59e+01,1.90e-05,3.05e-03
14,668,r40,1.23e+02,3.39e-05,8.85e-03
15,668,r6r,7.84e+03,1.01e-06,1.68e-02
16,668,r5r,7.99e+00,2.80e-03,4.72e-02
17,668,r15r,7.53e+01,1.50e-04,2.40e-02
18,668,r14r,1.67e+01,2.14e-03,7.59e-02
19,668,r28r,2.82e+02,2.14e-06,1.27e-03
20,668,r27b,1.79e+02,2.31e-04,8.76e-02
21,668,r7ra,2.33e+02,7.44e-05,3.67e-02
22,668,r7rc,5.31e+01,1.05e-04,1.18e-02
23,668,r13r,4.64e+01,3.14e-05,3.09e-03
24,668,r10a,2.41e+02,2.01e-05,1.03e-02
25,668,r1,1.04e+02,1.09e-04,2.40e-02
26,668,r10b,4.10e+02,1.02e-05,8.83e-03
27,668,r93,9.97e+01,8.03e-06,1.69e-03
28,668,r8r,2.11e+02,2.10e-05,9.37e-03
29,668,r12r,1.36e+03,2.33e-08,6.72e-05
30,668,r11r,1.34e+02,1.68e-05,4.77e-03
31,668,r70,9.95e+01,3.16e-07,6.66e-05
0,65,r22,3.59e+02,4.42e-05,3.02e-02
1,65,r21,3.77e+01,9.43e-04,6.76e-02
2,65,r26r,8.92e+01,9.44e-05,1.60e-02
3,65,r27,7.81e+01,4.87e-04,7.23e-02
4,65,rr9,1.32e+01,2.94e-03,7.40e-02
5,65,r80,7.10e+01,3.39e-03,4.58e-01
6,65,r25,1.51e+02,2.13e-04,6.10e-02
7,65,r24,1.08e+02,1.10e-04,2.26e-02
8,65,r23r,3.26e+01,4.58e-04,2.84e-02
9,65,r10c,1.10e+02,8.41e-07,1.76e-04
10,65,r40,1.23e+02,2.65e-05,6.21e-03
11,65,r6r,7.84e+03,4.87e-07,7.27e-03
12,65,r5r,7.99e+00,6.61e-04,1.00e-02
13,65,r15r,7.53e+01,8.74e-05,1.25e-02
14,65,r2r,3.22e+02,3.17e-06,1.94e-03
15,65,r4,2.54e+01,2.43e-04,1.17e-02
16,65,r28r,2.82e+02,1.56e-05,8.38e-03
17,65,r61r,7.99e+01,3.14e-04,4.77e-02
18,65,r10a,2.41e+02,2.50e-05,1.15e-02
19,65,r1,1.04e+02,1.23e-04,2.44e-02
20,65,r10b,4.10e+02,1.18e-05,9.22e-03
21,65,r60,2.47e+02,2.21e-05,1.04e-02
22,65,r29r,2.11e+02,1.28e-05,5.14e-03
23,65,r93,9.97e+01,8.03e-06,1.52e-03
24,65,r12r,1.36e+03,1.41e-07,3.66e-04
25,65,r11r,1.34e+02,1.57e-06,4.01e-04
26,65,r70,9.95e+01,5.97e-06,1.13e-03
0,669,r22,3.59e+02,5.52e-06,5.47e-03
1,669,r21,3.77e+01,3.61e-04,3.75e-02
2,669,r26r,8.92e+01,1.53e-05,3.76e-03
3,669,r3,1.15e+02,1.64e-04,5.19e-02
4,669,r27,7.81e+01,9.01e-05,1.94e-02
5,669,r80,7.10e+01,2.48e-03,4.86e-01
6,669,r7rb,3.90e+02,2.10e-05,2.26e-02
7,669,r25,1.51e+02,3.69e-05,1.53e-02
8,669,r24,1.08e+02,1.70e-05,5.10e-03
9,669,r23r,3.26e+01,9.45e-05,8.50e-03
10,669,r10c,1.10e+02,5.96e-05,1.81e-02
11,669,r41,7.59e+01,2.15e-05,4.51e-03
12,669,r40,1.23e+02,3.29e-05,1.12e-02
13,669,r6r,7.84e+03,8.73e-07,1.89e-02
14,669,r5r,7.99e+00,2.42e-03,5.33e-02
15,669,r15r,7.53e+01,1.07e-04,2.21e-02
16,669,r14r,1.67e+01,1.71e-03,7.90e-02
17,669,r28r,2.82e+02,2.23e-06,1.73e-03
18,669,r7ra,2.33e+02,7.03e-05,4.52e-02
19,669,r7rc,5.31e+01,9.85e-05,1.44e-02
20,669,r13r,4.64e+01,2.78e-05,3.55e-03
21,669,r10a,2.41e+02,1.76e-05,1.17e-02
22,669,r1,1.04e+02,9.93e-05,2.85e-02
23,669,r10b,4.10e+02,8.86e-06,1.00e-02
24,669,r94,1.00e+02,8.71e-06,2.41e-03
25,669,r53r,1.39e+02,2.98e-06,1.15e-03
26,669,r93,9.97e+01,8.03e-06,2.21e-03
27,669,r8r,2.11e+02,2.03e-05,1.18e-02
28,669,r12r,1.36e+03,2.39e-08,8.99e-05
29,669,r11r,1.34e+02,1.30e-05,4.79e-03
30,669,r70,9.95e+01,3.39e-07,9.29e-05
0,671,r91,1.00e+02,6.95e-06,2.08e-03
1,671,r55b,5.88e+01,2.45e-05,4.30e-03
2,671,r55a,9.13e+01,2.12e-05,5.80e-03
3,671,r22,3.59e+02,3.19e-06,3.42e-03
4,671,r21,3.77e+01,5.31e-04,5.99e-02
5,671,r26r,8.92e+01,7.93e-06,2.12e-03
6,671,r3,1.15e+02,1.38e-04,4.74e-02
7,671,r27,7.81e+01,4.21e-05,9.84e-03
8,671,r80,7.10e+01,2.43e-03,5.15e-01
9,671,r7rb,3.90e+02,1.83e-05,2.14e-02
10,671,r25,1.51e+02,1.60e-05,7.22e-03
11,671,r24,1.08e+02,9.66e-06,3.14e-03
12,671,r23r,3.26e+01,5.45e-05,5.32e-03
13,671,r10c,1.10e+02,5.12e-05,1.69e-02
14,671,r41,7.59e+01,1.26e-05,2.85e-03
15,671,r40,1.23e+02,2.14e-05,7.89e-03
16,671,r6r,7.84e+03,7.28e-07,1.71e-02
17,671,r5r,7.99e+00,2.01e-03,4.81e-02
18,671,r15r,7.53e+01,8.84e-05,1.99e-02
19,671,r14r,1.67e+01,1.42e-03,7.11e-02
20,671,r28r,2.82e+02,1.16e-06,9.76e-04
21,671,r7ra,2.33e+02,5.99e-05,4.18e-02
22,671,r7rc,5.31e+01,8.28e-05,1.32e-02
23,671,r13r,4.64e+01,2.32e-05,3.21e-03
24,671,r10a,2.41e+02,1.77e-05,1.28e-02
25,671,r1,1.04e+02,9.04e-05,2.81e-02
26,671,r10b,4.10e+02,9.15e-06,1.12e-02
27,671,r93,9.97e+01,8.03e-06,2.40e-03
28,671,r8r,2.11e+02,1.72e-05,1.09e-02
29,671,r12r,1.36e+03,2.09e-08,8.50e-05
30,671,r11r,1.34e+02,1.10e-05,4.40e-03
31,671,r70,9.95e+01,3.30e-07,9.83e-05
0,688,r54ra,3.51e-01,6.26e+00,6.81e-01
1,688,r22,3.59e+02,1.01e-06,1.12e-04
2,688,r21,3.77e+01,6.01e-03,7.02e-02
3,688,r54rb,3.24e+02,1.13e-04,1.13e-02
4,688,r3,1.15e+02,6.04e-04,2.15e-02
5,688,r27,7.81e+01,1.85e-03,4.48e-02
6,688,r9,5.13e+02,1.30e-05,2.06e-03
7,688,r7rb,3.90e+02,1.49e-04,1.81e-02
8,688,r24,1.08e+02,3.94e-06,1.33e-04
9,688,r23r,3.26e+01,2.16e-05,2.18e-04
10,688,r10c,1.10e+02,3.34e-04,1.14e-02
11,688,r40,1.23e+02,1.37e-05,5.25e-04
12,688,r6r,7.84e+03,2.64e-06,6.40e-03
13,688,r5r,7.99e+00,7.03e-03,1.74e-02
14,688,r15r,7.53e+01,2.85e-04,6.66e-03
15,688,r14r,1.67e+01,3.79e-03,1.97e-02
16,688,r27b,1.79e+02,1.35e-04,7.51e-03
17,688,r7ra,2.33e+02,3.75e-04,2.71e-02
18,688,r7rc,5.31e+01,3.72e-04,6.13e-03
19,688,r13r,4.64e+01,9.48e-05,1.36e-03
20,688,r10a,2.41e+02,1.53e-04,1.15e-02
21,688,r1,1.04e+02,5.08e-04,1.64e-02
22,688,r10b,4.10e+02,7.79e-05,9.89e-03
23,688,r93,9.97e+01,8.03e-06,2.48e-04
24,688,r8r,2.11e+02,8.91e-05,5.82e-03
25,688,r12r,1.36e+03,2.34e-07,9.86e-05
26,688,r11r,1.34e+02,5.26e-05,2.18e-03
27,688,r70,9.95e+01,9.70e-07,2.99e-05
0,690,r91,1.00e+02,3.78e-05,5.91e-03
1,690,r55b,5.88e+01,1.30e-04,1.20e-02
2,690,r55a,9.13e+01,1.13e-04,1.61e-02
3,690,r22,3.59e+02,1.33e-06,7.44e-04
4,690,r21,3.77e+01,1.93e-03,1.13e-01
5,690,r3,1.15e+02,5.96e-04,1.07e-01
6,690,r27,7.81e+01,1.42e-03,1.74e-01
7,690,r7rb,3.90e+02,7.22e-05,4.39e-02
8,690,r24,1.08e+02,2.78e-06,4.70e-04
9,690,r23r,3.26e+01,2.51e-05,1.28e-03
10,690,r10c,1.10e+02,8.69e-07,1.49e-04
11,690,r40,1.23e+02,1.18e-04,2.27e-02
12,690,r6r,7.84e+03,2.75e-06,3.36e-02
13,690,r5r,7.99e+00,7.96e-03,9.92e-02
14,690,r15r,7.53e+01,1.96e-05,2.30e-03
15,690,r2r,3.22e+02,3.75e-05,1.88e-02
16,690,r28r,2.82e+02,1.57e-05,6.89e-03
17,690,r27b,1.79e+02,3.29e-04,9.21e-02
18,690,r7ra,2.33e+02,3.42e-04,1.24e-01
19,690,r7rc,5.31e+01,3.63e-04,3.01e-02
20,690,r10a,2.41e+02,1.50e-07,5.62e-05
21,690,r1,1.04e+02,3.90e-04,6.32e-02
22,690,r10b,4.10e+02,3.67e-08,2.35e-05
23,690,r29r,2.11e+02,4.31e-06,1.42e-03
24,690,r93,9.97e+01,8.03e-06,1.25e-03
25,690,r8r,2.11e+02,7.62e-05,2.51e-02
26,690,r12r,1.36e+03,2.22e-08,4.71e-05
27,690,r11r,1.34e+02,4.13e-07,8.63e-05
28,690,r95,1.00e+02,2.57e-05,4.01e-03
29,690,r70,9.95e+01,1.34e-06,2.09e-04
0,692,r91,1.00e+02,1.86e-05,4.17e-03
1,692,r55b,5.88e+01,6.13e-05,8.08e-03
2,692,r55a,9.13e+01,5.29e-05,1.08e-02
3,692,r22,3.59e+02,1.17e-06,9.43e-04
4,692,r21,3.77e+01,8.95e-04,7.56e-02
5,692,r3,1.15e+02,2.68e-04,6.89e-02
6,692,r27,7.81e+01,2.14e-03,3.74e-01
7,692,r9,5.13e+02,2.56e-07,2.95e-04
8,692,r7rb,3.90e+02,2.26e-05,1.97e-02
9,692,r24,1.08e+02,3.15e-06,7.66e-04
10,692,r23r,3.26e+01,2.34e-05,1.71e-03
11,692,r10c,1.10e+02,8.82e-05,2.18e-02
12,692,r40,1.23e+02,1.13e-05,3.11e-03
13,692,r6r,7.84e+03,1.10e-06,1.93e-02
14,692,r5r,7.99e+00,3.04e-03,5.44e-02
15,692,r15r,7.53e+01,1.65e-04,2.78e-02
16,692,r14r,1.67e+01,2.33e-03,8.76e-02
17,692,r27b,1.79e+02,2.23e-04,8.96e-02
18,692,r7ra,2.33e+02,8.09e-05,4.23e-02
19,692,r7rc,5.31e+01,1.10e-04,1.31e-02
20,692,r13r,4.64e+01,3.42e-05,3.55e-03
21,692,r10a,2.41e+02,2.48e-05,1.34e-02
22,692,r1,1.04e+02,1.27e-04,2.96e-02
23,692,r10b,4.10e+02,1.27e-05,1.17e-02
24,692,r93,9.97e+01,8.03e-06,1.79e-03
25,692,r8r,2.11e+02,2.18e-05,1.03e-02
26,692,r12r,1.36e+03,2.53e-08,7.73e-05
27,692,r11r,1.34e+02,1.85e-05,5.56e-03
28,692,r70,9.95e+01,6.40e-07,1.43e-04
0,694,r22,3.59e+02,1.87e-06,1.25e-03
1,694,r21,3.77e+01,2.52e-04,1.78e-02
2,694,r3,1.15e+02,3.77e-04,8.10e-02
3,694,r27,7.81e+01,2.08e-03,3.03e-01
4,694,r9,5.13e+02,7.25e-07,6.95e-04
5,694,r7rb,3.90e+02,3.56e-05,2.59e-02
6,694,r24,1.08e+02,4.04e-06,8.18e-04
7,694,r23r,3.26e+01,2.86e-05,1.74e-03
8,694,r10c,1.10e+02,1.27e-04,2.61e-02
9,694,r40,1.23e+02,1.49e-05,3.44e-03
10,694,r6r,7.84e+03,1.91e-06,2.80e-02
11,694,r5r,7.99e+00,5.32e-03,7.94e-02
12,694,r15r,7.53e+01,2.53e-04,3.56e-02
13,694,r14r,1.67e+01,3.92e-03,1.23e-01
14,694,r27b,1.79e+02,2.62e-04,8.77e-02
15,694,r7ra,2.33e+02,1.39e-04,6.04e-02
16,694,r7rc,5.31e+01,1.88e-04,1.86e-02
17,694,r13r,4.64e+01,6.14e-05,5.32e-03
18,694,r10a,2.41e+02,3.12e-05,1.41e-02
19,694,r1,1.04e+02,2.04e-04,3.96e-02
20,694,r10b,4.10e+02,1.52e-05,1.17e-02
21,694,r94,1.00e+02,4.15e-05,7.75e-03
22,694,r53r,1.39e+02,1.50e-05,3.92e-03
23,694,r93,9.97e+01,8.03e-06,1.50e-03
24,694,r8r,2.11e+02,3.62e-05,1.42e-02
25,694,r12r,1.36e+03,4.50e-08,1.14e-04
26,694,r11r,1.34e+02,2.83e-05,7.08e-03
27,694,r70,9.95e+01,7.95e-07,1.48e-04
0,696,r22,3.59e+02,1.82e-05,8.19e-03
1,696,r21,3.77e+01,1.19e-03,5.63e-02
2,696,r26r,8.92e+01,6.83e-05,7.65e-03
3,696,r3,1.15e+02,7.74e-04,1.12e-01
4,696,r27,7.81e+01,1.71e-03,1.68e-01
5,696,r7rb,3.90e+02,8.73e-05,4.28e-02
6,696,r25,1.51e+02,1.82e-04,3.45e-02
7,696,r24,1.08e+02,4.97e-05,6.77e-03
8,696,r23r,3.26e+01,3.74e-04,1.53e-02
9,696,r40,1.23e+02,1.94e-04,3.01e-02
10,696,r6r,7.84e+03,3.64e-06,3.59e-02
11,696,r5r,7.99e+00,1.06e-02,1.06e-01
12,696,r15r,7.53e+01,3.35e-05,3.17e-03
13,696,r14r,1.67e+01,1.82e-05,3.82e-04
14,696,r2r,3.22e+02,4.97e-05,2.01e-02
15,696,r28r,2.82e+02,1.17e-05,4.13e-03
16,696,r27b,1.79e+02,3.97e-04,8.95e-02
17,696,r7ra,2.33e+02,4.55e-04,1.33e-01
18,696,r7rc,5.31e+01,4.59e-04,3.06e-02
19,696,r13r,4.64e+01,1.28e-05,7.44e-04
20,696,r1,1.04e+02,4.32e-04,5.63e-02
21,696,r94,1.00e+02,3.41e-05,4.29e-03
22,696,r53r,1.39e+02,1.31e-05,2.30e-03
23,696,r29r,2.11e+02,2.01e-06,5.31e-04
24,696,r93,9.97e+01,8.03e-06,1.01e-03
25,696,r8r,2.11e+02,9.43e-05,2.50e-02
26,696,r12r,1.36e+03,7.31e-08,1.25e-04
27,696,r11r,1.34e+02,1.48e-06,2.49e-04
28,696,r95,1.00e+02,3.73e-05,4.69e-03
29,696,r70,9.95e+01,2.45e-06,3.07e-04
0,698,r54ra,3.51e-01,1.35e+01,6.17e-01
1,698,r22,3.59e+02,1.87e-05,8.73e-04
2,698,r21,3.77e+01,1.93e-02,9.49e-02
3,698,r54rb,3.24e+02,3.56e-04,1.50e-02
4,698,r26r,8.92e+01,6.65e-05,7.73e-04
5,698,r3,1.15e+02,3.42e-03,5.12e-02
6,698,r7rb,3.90e+02,5.79e-04,2.95e-02
7,698,r25,1.51e+02,5.78e-04,1.13e-02
8,698,r24,1.08e+02,8.65e-05,1.22e-03
9,698,r23r,3.26e+01,3.88e-04,1.65e-03
10,698,r40,1.23e+02,3.14e-04,5.04e-03
11,698,r6r,7.84e+03,1.04e-05,1.06e-02
12,698,r5r,7.99e+00,2.83e-02,2.95e-02
13,698,r15r,7.53e+01,1.72e-05,1.68e-04
14,698,r14r,1.67e+01,1.24e-05,2.70e-05
15,698,r2r,3.22e+02,1.47e-04,6.17e-03
16,698,r28r,2.82e+02,2.70e-05,9.90e-04
17,698,r27b,1.79e+02,9.22e-05,2.15e-03
18,698,r7ra,2.33e+02,1.36e-03,4.12e-02
19,698,r7rc,5.31e+01,1.90e-03,1.32e-02
20,698,r13r,4.64e+01,6.75e-06,4.08e-05
21,698,r1,1.04e+02,3.91e-03,5.30e-02
22,698,r29r,2.11e+02,1.35e-06,3.71e-05
23,698,r93,9.97e+01,8.03e-06,1.04e-04
24,698,r8r,2.11e+02,4.68e-04,1.28e-02
25,698,r12r,1.36e+03,5.06e-08,8.98e-06
26,698,r11r,1.34e+02,1.14e-06,1.99e-05
27,698,r95,1.00e+02,9.87e-05,1.29e-03
28,698,r70,9.95e+01,1.63e-06,2.12e-05
0,699,r54ra,3.51e-01,8.31e+00,5.46e-01
1,699,r22,3.59e+02,1.98e-05,1.33e-03
2,699,r21,3.77e+01,1.39e-02,9.83e-02
3,699,r54rb,3.24e+02,2.54e-04,1.54e-02
4,699,r26r,8.92e+01,6.33e-05,1.06e-03
5,699,r3,1.15e+02,2.78e-03,5.97e-02
6,699,r7rb,3.90e+02,4.85e-04,3.54e-02
7,699,r25,1.51e+02,5.73e-04,1.61e-02
8,699,r24,1.08e+02,7.43e-05,1.51e-03
9,699,r23r,3.26e+01,3.70e-04,2.26e-03
10,699,r40,1.23e+02,3.22e-04,7.42e-03
11,699,r6r,7.84e+03,9.49e-06,1.39e-02
12,699,r5r,7.99e+00,2.63e-02,3.93e-02
13,699,r15r,7.53e+01,1.77e-05,2.49e-04
14,699,r14r,1.67e+01,1.26e-05,3.95e-05
15,699,r2r,3.22e+02,1.32e-04,7.94e-03
16,699,r28r,2.82e+02,2.74e-05,1.44e-03
17,699,r27b,1.79e+02,9.51e-05,3.19e-03
18,699,r7ra,2.33e+02,1.18e-03,5.14e-02
19,699,r7rc,5.31e+01,1.71e-03,1.70e-02
20,699,r13r,4.64e+01,6.96e-06,6.04e-05
21,699,r1,1.04e+02,3.16e-03,6.14e-02
22,699,r94,1.00e+02,3.28e-05,6.14e-04
23,699,r53r,1.39e+02,1.07e-05,2.79e-04
24,699,r29r,2.11e+02,1.49e-06,5.89e-05
25,699,r93,9.97e+01,8.03e-06,1.50e-04
26,699,r8r,2.11e+02,4.15e-04,1.64e-02
27,699,r12r,1.36e+03,5.16e-08,1.31e-05
28,699,r11r,1.34e+02,1.15e-06,2.89e-05
29,699,r95,1.00e+02,9.89e-05,1.85e-03
30,699,r70,9.95e+01,1.67e-06,3.10e-05
0,700,r22,3.59e+02,1.64e-05,6.49e-03
1,700,r21,3.77e+01,1.36e-03,5.68e-02
2,700,r26r,8.92e+01,6.15e-05,6.07e-03
3,700,r3,1.15e+02,7.38e-04,9.37e-02
4,700,r7rb,3.90e+02,1.24e-04,5.35e-02
5,700,r25,1.51e+02,1.71e-04,2.84e-02
6,700,r24,1.08e+02,3.82e-05,4.57e-03
7,700,r23r,3.26e+01,3.67e-04,1.32e-02
8,700,r40,1.23e+02,3.98e-04,5.41e-02
9,700,r6r,7.84e+03,5.65e-06,4.89e-02
10,700,r5r,7.99e+00,1.75e-02,1.54e-01
11,700,r15r,7.53e+01,2.32e-05,1.93e-03
12,700,r14r,1.67e+01,1.52e-05,2.82e-04
13,700,r2r,3.22e+02,6.23e-05,2.22e-02
14,700,r28r,2.82e+02,4.25e-05,1.32e-02
15,700,r27b,1.79e+02,4.01e-04,7.95e-02
16,700,r7ra,2.33e+02,5.82e-04,1.50e-01
17,700,r7rc,5.31e+01,8.50e-04,4.99e-02
18,700,r13r,4.64e+01,9.09e-06,4.66e-04
19,700,r1,1.04e+02,7.51e-04,8.62e-02
20,700,r94,1.00e+02,8.63e-05,9.54e-03
21,700,r53r,1.39e+02,4.26e-05,6.56e-03
22,700,r29r,2.11e+02,1.83e-05,4.27e-03
23,700,r93,9.97e+01,8.03e-06,8.84e-04
24,700,r8r,2.11e+02,1.74e-04,4.06e-02
25,700,r12r,1.36e+03,6.23e-08,9.37e-05
26,700,r11r,1.34e+02,1.32e-06,1.95e-04
27,700,r95,1.00e+02,1.27e-04,1.41e-02
28,700,r70,9.95e+01,2.21e-06,2.43e-04
0,66,r91,1.00e+02,3.68e-05,7.33e-03
1,66,r55b,5.88e+01,1.56e-04,1.83e-02
2,66,r55a,9.13e+01,1.43e-04,2.60e-02
3,66,r22,3.59e+02,2.49e-06,1.78e-03
