,efm,reaction,kcat,dq/dk,dlogq/dlogk
24,762,r12r,1.36e+03,3.32e-08,1.21e-04
25,762,r11r,1.34e+02,1.66e-05,5.94e-03
26,762,r70,9.95e+01,8.15e-07,2.16e-04
0,763,r91,1.00e+02,3.19e-05,6.52e-03
1,763,r55b,5.88e+01,1.05e-04,1.27e-02
2,763,r55a,9.13e+01,9.24e-05,1.72e-02
3,763,r22,3.59e+02,1.44e-06,1.06e-03
4,763,r21,3.77e+01,1.56e-03,1.20e-01
5,763,r3,1.15e+02,3.74e-04,8.80e-02
6,763,r27,7.81e+01,1.90e-03,3.03e-01
7,763,r7rb,3.90e+02,4.55e-05,3.63e-02
8,763,r24,1.08e+02,3.10e-06,6.88e-04
9,763,r23r,3.26e+01,2.58e-05,1.72e-03
10,763,r10c,1.10e+02,8.78e-07,1.98e-04
11,763,r41,7.59e+01,2.87e-05,4.46e-03
12,763,r40,1.23e+02,5.22e-05,1.31e-02
13,763,r6r,7.84e+03,1.58e-06,2.53e-02
14,763,r5r,7.99e+00,4.45e-03,7.26e-02
15,763,r15r,7.53e+01,2.29e-05,3.52e-03
16,763,r2r,3.22e+02,2.17e-05,1.43e-02
17,763,r27b,1.79e+02,2.41e-04,8.83e-02
18,763,r7ra,2.33e+02,2.14e-04,1.02e-01
19,763,r7rc,5.31e+01,1.95e-04,2.12e-02
20,763,r10a,2.41e+02,1.54e-07,7.60e-05
21,763,r1,1.04e+02,2.24e-04,4.77e-02
22,763,r10b,4.10e+02,3.90e-08,3.26e-05
23,763,r29r,2.11e+02,7.50e-07,3.23e-04
24,763,r93,9.97e+01,8.03e-06,1.64e-03
25,763,r8r,2.11e+02,4.14e-05,1.78e-02
26,763,r12r,1.36e+03,2.35e-08,6.55e-05
27,763,r11r,1.34e+02,4.28e-07,1.17e-04
28,763,r70,9.95e+01,1.42e-06,2.89e-04
0,770,r22,3.59e+02,2.05e-05,1.18e-02
1,770,r21,3.77e+01,9.99e-04,6.04e-02
2,770,r26r,8.92e+01,9.60e-05,1.37e-02
3,770,r3,1.15e+02,2.46e-04,4.53e-02
4,770,r27,7.81e+01,3.13e-03,3.92e-01
5,770,rr9,1.32e+01,2.43e-03,5.16e-02
6,770,r7rb,3.90e+02,3.50e-05,2.19e-02
7,770,r25,1.51e+02,2.24e-04,5.42e-02
8,770,r24,1.08e+02,6.91e-05,1.20e-02
9,770,r23r,3.26e+01,3.97e-04,2.08e-02
10,770,r10c,1.10e+02,9.14e-07,1.61e-04
11,770,r41,7.59e+01,1.02e-04,1.24e-02
12,770,r40,1.23e+02,1.11e-04,2.19e-02
13,770,r6r,7.84e+03,1.04e-06,1.30e-02
14,770,r5r,7.99e+00,2.97e-03,3.80e-02
15,770,r15r,7.53e+01,1.64e-05,1.97e-03
16,770,r2r,3.22e+02,1.45e-05,7.50e-03
17,770,r28r,2.82e+02,1.09e-05,4.92e-03
18,770,r27b,1.79e+02,3.23e-04,9.29e-02
19,770,r7ra,2.33e+02,1.27e-04,4.73e-02
20,770,r7rc,5.31e+01,1.46e-04,1.24e-02
21,770,r10a,2.41e+02,1.73e-07,6.70e-05
22,770,r1,1.04e+02,3.08e-04,5.13e-02
23,770,r10b,4.10e+02,4.82e-08,3.17e-05
24,770,r93,9.97e+01,8.03e-06,1.28e-03
25,770,r8r,2.11e+02,3.21e-05,1.09e-02
26,770,r12r,1.36e+03,2.20e-08,4.80e-05
27,770,r11r,1.34e+02,4.02e-07,8.62e-05
28,770,r70,9.95e+01,1.00e-06,1.59e-04
0,777,r22,3.59e+02,1.27e-05,1.11e-02
1,777,r21,3.77e+01,6.77e-04,6.21e-02
2,777,r26r,8.92e+01,4.93e-05,1.07e-02
3,777,r3,1.15e+02,1.71e-04,4.77e-02
4,777,r27,7.81e+01,2.87e-04,5.46e-02
5,777,rr9,1.32e+01,1.18e-03,3.81e-02
6,777,r80,7.10e+01,2.61e-03,4.50e-01
7,777,r7rb,3.90e+02,2.55e-05,2.42e-02
8,777,r25,1.51e+02,1.17e-04,4.28e-02
9,777,r24,1.08e+02,4.16e-05,1.10e-02
10,777,r23r,3.26e+01,2.32e-04,1.84e-02
11,777,r10c,1.10e+02,9.22e-07,2.47e-04
12,777,r41,7.59e+01,7.48e-05,1.38e-02
13,777,r40,1.23e+02,6.89e-05,2.07e-02
14,777,r6r,7.84e+03,7.32e-07,1.40e-02
15,777,r5r,7.99e+00,2.13e-03,4.14e-02
16,777,r15r,7.53e+01,1.33e-05,2.45e-03
17,777,r2r,3.22e+02,1.04e-05,8.14e-03
18,777,r28r,2.82e+02,7.47e-06,5.12e-03
19,777,r7ra,2.33e+02,8.26e-05,4.69e-02
20,777,r7rc,5.31e+01,1.11e-04,1.43e-02
21,777,r10a,2.41e+02,1.77e-07,1.04e-04
22,777,r1,1.04e+02,1.85e-04,4.68e-02
23,777,r10b,4.10e+02,5.00e-08,4.98e-05
24,777,r93,9.97e+01,8.03e-06,1.95e-03
25,777,r8r,2.11e+02,2.47e-05,1.27e-02
26,777,r12r,1.36e+03,1.98e-08,6.55e-05
27,777,r11r,1.34e+02,3.72e-07,1.21e-04
28,777,r70,9.95e+01,9.16e-07,2.22e-04
0,780,r22,3.59e+02,2.06e-05,1.18e-02
1,780,r21,3.77e+01,1.01e-03,6.08e-02
2,780,r26r,8.92e+01,9.73e-05,1.38e-02
3,780,r3,1.15e+02,2.47e-04,4.53e-02
4,780,r27,7.81e+01,3.13e-03,3.90e-01
5,780,rr9,1.32e+01,2.45e-03,5.17e-02
6,780,r7rb,3.90e+02,3.47e-05,2.16e-02
7,780,r25,1.51e+02,2.27e-04,5.44e-02
8,780,r24,1.08e+02,6.97e-05,1.21e-02
9,780,r23r,3.26e+01,4.01e-04,2.08e-02
10,780,r41,7.59e+01,1.04e-04,1.26e-02
11,780,r40,1.23e+02,1.11e-04,2.19e-02
12,780,r6r,7.84e+03,1.04e-06,1.30e-02
13,780,r5r,7.99e+00,3.00e-03,3.82e-02
14,780,r15r,7.53e+01,2.57e-05,3.08e-03
15,780,r14r,1.67e+01,1.58e-05,4.23e-04
16,780,r2r,3.22e+02,1.49e-05,7.67e-03
17,780,r28r,2.82e+02,1.11e-05,4.97e-03
18,780,r27b,1.79e+02,3.23e-04,9.24e-02
19,780,r7ra,2.33e+02,1.23e-04,4.57e-02
20,780,r7rc,5.31e+01,1.47e-04,1.25e-02
21,780,r13r,4.64e+01,9.95e-06,7.36e-04
22,780,r1,1.04e+02,3.12e-04,5.17e-02
23,780,r93,9.97e+01,8.03e-06,1.28e-03
24,780,r8r,2.11e+02,3.23e-05,1.09e-02
25,780,r12r,1.36e+03,6.44e-08,1.40e-04
26,780,r11r,1.34e+02,1.35e-06,2.88e-04
27,780,r70,9.95e+01,2.13e-06,3.37e-04
0,783,r22,3.59e+02,1.29e-05,1.11e-02
1,783,r21,3.77e+01,6.86e-04,6.24e-02
2,783,r26r,8.92e+01,5.03e-05,1.08e-02
3,783,r3,1.15e+02,1.76e-04,4.87e-02
4,783,r27,7.81e+01,2.93e-04,5.53e-02
5,783,rr9,1.32e+01,1.18e-03,3.76e-02
6,783,r80,7.10e+01,2.60e-03,4.45e-01
7,783,r7rb,3.90e+02,2.55e-05,2.40e-02
8,783,r25,1.51e+02,1.19e-04,4.33e-02
9,783,r24,1.08e+02,4.23e-05,1.11e-02
10,783,r23r,3.26e+01,2.36e-04,1.85e-02
11,783,r41,7.59e+01,7.64e-05,1.40e-02
12,783,r40,1.23e+02,6.99e-05,2.08e-02
13,783,r6r,7.84e+03,7.50e-07,1.42e-02
14,783,r5r,7.99e+00,2.18e-03,4.19e-02
15,783,r15r,7.53e+01,2.17e-05,3.95e-03
16,783,r14r,1.67e+01,1.42e-05,5.75e-04
17,783,r2r,3.22e+02,1.09e-05,8.47e-03
18,783,r28r,2.82e+02,7.63e-06,5.19e-03
19,783,r7ra,2.33e+02,8.24e-05,4.64e-02
20,783,r7rc,5.31e+01,1.12e-04,1.43e-02
21,783,r13r,4.64e+01,8.47e-06,9.48e-04
22,783,r1,1.04e+02,1.84e-04,4.62e-02
23,783,r93,9.97e+01,8.03e-06,1.93e-03
24,783,r8r,2.11e+02,2.48e-05,1.26e-02
25,783,r12r,1.36e+03,5.81e-08,1.91e-04
26,783,r11r,1.34e+02,1.25e-06,4.05e-04
27,783,r70,9.95e+01,1.95e-06,4.68e-04
0,786,r22,3.59e+02,2.45e-05,1.77e-02
1,786,r21,3.77e+01,8.92e-04,6.77e-02
2,786,r26r,8.92e+01,6.73e-05,1.21e-02
3,786,r3,1.15e+02,3.00e-04,6.95e-02
4,786,r27,7.81e+01,2.48e-03,3.90e-01
5,786,r7rb,3.90e+02,2.89e-05,2.28e-02
6,786,r25,1.51e+02,1.86e-04,5.63e-02
7,786,r24,1.08e+02,5.84e-05,1.28e-02
8,786,r23r,3.26e+01,4.02e-04,2.64e-02
9,786,r10c,1.10e+02,8.62e-07,1.91e-04
10,786,r41,7.59e+01,1.24e-05,1.89e-03
11,786,r40,1.23e+02,2.47e-05,6.12e-03
12,786,r6r,7.84e+03,1.14e-06,1.80e-02
13,786,r5r,7.99e+00,3.02e-03,4.85e-02
14,786,r15r,7.53e+01,3.67e-05,5.56e-03
15,786,r2r,3.22e+02,1.53e-05,9.89e-03
16,786,r28r,2.82e+02,9.93e-06,5.63e-03
17,786,r27b,1.79e+02,2.53e-04,9.13e-02
18,786,r7ra,2.33e+02,1.80e-04,8.46e-02
19,786,r7rc,5.31e+01,1.09e-04,1.16e-02
20,786,r10a,2.41e+02,1.46e-07,7.07e-05
21,786,r1,1.04e+02,1.25e-04,2.62e-02
22,786,r10b,4.10e+02,3.47e-08,2.86e-05
23,786,r29r,2.11e+02,7.30e-06,3.10e-03
24,786,r93,9.97e+01,8.03e-06,1.61e-03
25,786,r8r,2.11e+02,2.22e-05,9.45e-03
26,786,r12r,1.36e+03,2.81e-08,7.71e-05
27,786,r11r,1.34e+02,4.83e-07,1.30e-04
28,786,r70,9.95e+01,1.34e-06,2.69e-04
0,787,r54ra,3.51e-01,2.50e+00,4.92e-01
1,787,r22,3.59e+02,7.61e-06,1.53e-03
2,787,r21,3.77e+01,4.47e-03,9.45e-02
3,787,r54rb,3.24e+02,7.55e-05,1.37e-02
4,787,r26r,8.92e+01,9.25e-05,4.63e-03
5,787,r3,1.15e+02,7.86e-04,5.06e-02
6,787,r27,7.81e+01,2.25e-03,9.86e-02
7,787,r7rb,3.90e+02,1.28e-04,2.80e-02
8,787,r25,1.51e+02,4.23e-04,3.57e-02
9,787,r24,1.08e+02,8.46e-05,5.15e-03
10,787,r23r,3.26e+01,3.53e-04,6.45e-03
11,787,r10c,1.10e+02,1.06e-06,6.53e-05
12,787,r41,7.59e+01,1.72e-04,7.33e-03
13,787,r40,1.23e+02,5.84e-05,4.03e-03
14,787,r6r,7.84e+03,2.15e-06,9.45e-03
15,787,r5r,7.99e+00,5.74e-03,2.57e-02
16,787,r15r,7.53e+01,1.50e-05,6.31e-04
17,787,r2r,3.22e+02,3.12e-05,5.63e-03
18,787,r28r,2.82e+02,1.40e-05,2.21e-03
19,787,r27b,1.79e+02,1.02e-04,1.03e-02
20,787,r7ra,2.33e+02,3.31e-04,4.33e-02
21,787,r7rc,5.31e+01,3.45e-04,1.03e-02
22,787,r10a,2.41e+02,2.55e-07,3.45e-05
23,787,r1,1.04e+02,6.72e-04,3.92e-02
24,787,r10b,4.10e+02,8.32e-08,1.91e-05
25,787,r93,9.97e+01,8.03e-06,4.49e-04
26,787,r8r,2.11e+02,8.39e-05,9.92e-03
27,787,r12r,1.36e+03,2.18e-08,1.66e-05
28,787,r11r,1.34e+02,3.70e-07,2.78e-05
29,787,r70,9.95e+01,8.83e-07,4.93e-05
0,789,r22,3.59e+02,1.23e-05,8.30e-03
1,789,r21,3.77e+01,8.67e-04,6.18e-02
2,789,r26r,8.92e+01,5.29e-05,8.92e-03
3,789,r3,1.15e+02,3.80e-04,8.25e-02
4,789,r27,7.81e+01,2.38e-03,3.52e-01
5,789,r7rb,3.90e+02,4.36e-05,3.21e-02
6,789,r25,1.51e+02,1.54e-04,4.38e-02
7,789,r24,1.08e+02,3.95e-05,8.10e-03
8,789,r23r,3.26e+01,2.97e-04,1.83e-02
9,789,r10c,1.10e+02,8.74e-07,1.82e-04
10,789,r41,7.59e+01,3.48e-05,5.00e-03
11,789,r40,1.23e+02,7.27e-05,1.69e-02
12,789,r6r,7.84e+03,1.55e-06,2.30e-02
13,789,r5r,7.99e+00,4.28e-03,6.46e-02
14,789,r15r,7.53e+01,2.68e-05,3.82e-03
15,789,r2r,3.22e+02,2.11e-05,1.28e-02
16,789,r28r,2.82e+02,3.74e-06,1.99e-03
17,789,r27b,1.79e+02,2.54e-04,8.59e-02
18,789,r7ra,2.33e+02,2.23e-04,9.81e-02
19,789,r7rc,5.31e+01,1.76e-04,1.77e-02
20,789,r10a,2.41e+02,1.52e-07,6.93e-05
21,789,r1,1.04e+02,1.70e-04,3.34e-02
22,789,r10b,4.10e+02,3.79e-08,2.93e-05
23,789,r94,1.00e+02,1.42e-05,2.69e-03
24,789,r53r,1.39e+02,5.10e-06,1.34e-03
25,789,r93,9.97e+01,8.03e-06,1.51e-03
26,789,r8r,2.11e+02,3.70e-05,1.47e-02
27,789,r12r,1.36e+03,2.50e-08,6.42e-05
28,789,r11r,1.34e+02,4.45e-07,1.13e-04
29,789,r70,9.95e+01,1.19e-06,2.25e-04
0,7,r22,3.59e+02,1.20e-04,1.96e-02
1,7,r21,3.77e+01,3.86e-03,6.59e-02
2,7,r26r,8.92e+01,3.92e-04,1.58e-02
3,7,r27,7.81e+01,1.03e-02,3.63e-01
4,7,rr9,1.32e+01,1.94e-02,1.16e-01
5,7,r25,1.51e+02,9.61e-04,6.56e-02
6,7,r24,1.08e+02,4.05e-04,1.99e-02
7,7,r23r,3.26e+01,1.76e-03,2.61e-02
8,7,r10c,1.10e+02,5.82e-06,2.90e-04
9,7,r40,1.23e+02,6.24e-04,3.48e-02
10,7,r6r,7.84e+03,3.32e-06,1.18e-02
11,7,r5r,7.99e+00,4.58e-03,1.66e-02
12,7,r14r,1.67e+01,5.36e-04,4.07e-03
13,7,r2r,3.22e+02,3.24e-05,4.72e-03
14,7,r4,2.54e+01,1.69e-03,1.95e-02
15,7,r27b,1.79e+02,1.03e-03,8.33e-02
16,7,r13r,4.64e+01,6.03e-06,1.27e-04
17,7,r61r,7.99e+01,1.66e-03,6.02e-02
18,7,r10a,2.41e+02,1.69e-04,1.85e-02
19,7,r1,1.04e+02,4.28e-04,2.01e-02
20,7,r10b,4.10e+02,8.02e-05,1.49e-02
21,7,r60,2.47e+02,1.47e-04,1.65e-02
22,7,r93,9.97e+01,8.03e-06,3.63e-04
23,7,r12r,1.36e+03,2.81e-08,1.74e-05
24,7,r11r,1.34e+02,5.07e-07,3.08e-05
25,7,r95,1.00e+02,5.26e-05,2.38e-03
26,7,r70,9.95e+01,9.83e-07,4.43e-05
0,71,r22,3.59e+02,4.59e-05,3.06e-02
1,71,r21,3.77e+01,9.90e-04,6.94e-02
2,71,r26r,8.92e+01,9.71e-05,1.61e-02
3,71,r27,7.81e+01,4.99e-04,7.25e-02
4,71,rr9,1.32e+01,3.02e-03,7.44e-02
5,71,r80,7.10e+01,3.40e-03,4.48e-01
6,71,r25,1.51e+02,2.16e-04,6.05e-02
7,71,r24,1.08e+02,1.12e-04,2.27e-02
8,71,r23r,3.26e+01,4.72e-04,2.86e-02
9,71,r40,1.23e+02,2.66e-05,6.09e-03
10,71,r6r,7.84e+03,4.25e-07,6.18e-03
11,71,r5r,7.99e+00,5.85e-04,8.69e-03
12,71,r15r,7.53e+01,9.96e-05,1.39e-02
13,71,r14r,1.67e+01,8.46e-05,2.63e-03
14,71,r2r,3.22e+02,1.67e-06,9.98e-04
15,71,r4,2.54e+01,2.63e-04,1.24e-02
16,71,r28r,2.82e+02,1.61e-05,8.42e-03
17,71,r13r,4.64e+01,4.77e-05,4.11e-03
18,71,r61r,7.99e+01,3.42e-04,5.08e-02
19,71,r10a,2.41e+02,2.25e-05,1.01e-02
20,71,r1,1.04e+02,1.28e-04,2.48e-02
21,71,r10b,4.10e+02,1.06e-05,8.06e-03
22,71,r60,2.47e+02,2.02e-05,9.27e-03
23,71,r29r,2.11e+02,1.32e-05,5.16e-03
24,71,r93,9.97e+01,8.03e-06,1.49e-03
25,71,r12r,1.36e+03,3.27e-07,8.29e-04
26,71,r11r,1.34e+02,5.20e-06,1.29e-03
27,71,r70,9.95e+01,9.93e-06,1.84e-03
0,790,r91,1.00e+02,1.08e-05,2.23e-03
1,790,r55b,5.88e+01,3.50e-05,4.26e-03
2,790,r55a,9.13e+01,3.10e-05,5.86e-03
3,790,r22,3.59e+02,8.65e-06,6.43e-03
4,790,r21,3.77e+01,1.11e-03,8.63e-02
5,790,r26r,8.92e+01,4.04e-05,7.47e-03
6,790,r3,1.15e+02,3.25e-04,7.75e-02
7,790,r27,7.81e+01,2.28e-03,3.68e-01
8,790,r7rb,3.90e+02,3.81e-05,3.07e-02
9,790,r25,1.51e+02,1.08e-04,3.37e-02
10,790,r24,1.08e+02,2.84e-05,6.39e-03
11,790,r23r,3.26e+01,2.13e-04,1.44e-02
12,790,r10c,1.10e+02,8.77e-07,2.00e-04
13,790,r41,7.59e+01,2.57e-05,4.04e-03
14,790,r40,1.23e+02,5.28e-05,1.35e-02
15,790,r6r,7.84e+03,1.29e-06,2.09e-02
16,790,r5r,7.99e+00,3.52e-03,5.82e-02
17,790,r15r,7.53e+01,2.75e-05,4.29e-03
18,790,r2r,3.22e+02,1.76e-05,1.17e-02
19,790,r28r,2.82e+02,2.81e-06,1.64e-03
20,790,r27b,1.79e+02,2.34e-04,8.68e-02
21,790,r7ra,2.33e+02,1.88e-04,9.06e-02
22,790,r7rc,5.31e+01,1.47e-04,1.61e-02
23,790,r10a,2.41e+02,1.54e-07,7.69e-05
24,790,r1,1.04e+02,1.52e-04,3.28e-02
25,790,r10b,4.10e+02,3.88e-08,3.29e-05
26,790,r93,9.97e+01,8.03e-06,1.66e-03
27,790,r8r,2.11e+02,3.11e-05,1.36e-02
28,790,r12r,1.36e+03,2.52e-08,7.12e-05
29,790,r11r,1.34e+02,4.48e-07,1.24e-04
30,790,r70,9.95e+01,1.19e-06,2.46e-04
0,797,r22,3.59e+02,1.61e-05,1.01e-02
1,797,r21,3.77e+01,9.50e-04,6.26e-02
2,797,r26r,8.92e+01,6.87e-05,1.07e-02
3,797,r3,1.15e+02,3.62e-04,7.28e-02
4,797,r27,7.81e+01,2.45e-03,3.34e-01
5,797,rr9,1.32e+01,7.26e-04,1.68e-02
6,797,r7rb,3.90e+02,4.73e-05,3.22e-02
7,797,r25,1.51e+02,1.87e-04,4.92e-02
8,797,r24,1.08e+02,5.26e-05,9.97e-03
9,797,r23r,3.26e+01,3.54e-04,2.02e-02
10,797,r10c,1.10e+02,8.89e-07,1.71e-04
11,797,r40,1.23e+02,9.16e-05,1.97e-02
12,797,r6r,7.84e+03,1.55e-06,2.12e-02
13,797,r5r,7.99e+00,4.42e-03,6.16e-02
14,797,r15r,7.53e+01,1.98e-05,2.60e-03
15,797,r2r,3.22e+02,2.14e-05,1.20e-02
16,797,r27b,1.79e+02,3.03e-04,9.47e-02
17,797,r7ra,2.33e+02,2.00e-04,8.15e-02
18,797,r7rc,5.31e+01,2.02e-04,1.88e-02
19,797,r10a,2.41e+02,1.60e-07,6.74e-05
20,797,r1,1.04e+02,2.72e-04,4.95e-02
21,797,r10b,4.10e+02,4.17e-08,2.99e-05
22,797,r93,9.97e+01,8.03e-06,1.40e-03
23,797,r8r,2.11e+02,4.33e-05,1.60e-02
24,797,r12r,1.36e+03,2.24e-08,5.33e-05
25,797,r11r,1.34e+02,4.12e-07,9.63e-05
26,797,r95,1.00e+02,1.18e-05,2.05e-03
27,797,r70,9.95e+01,1.05e-06,1.82e-04
0,801,r22,3.59e+02,2.35e-05,1.79e-02
1,801,r21,3.77e+01,8.56e-04,6.84e-02
2,801,r26r,8.92e+01,6.40e-05,1.21e-02
3,801,r3,1.15e+02,2.89e-04,7.04e-02
4,801,r27,7.81e+01,2.35e-03,3.89e-01
5,801,r9,5.13e+02,2.19e-07,2.39e-04
6,801,r7rb,3.90e+02,2.77e-05,2.29e-02
7,801,r25,1.51e+02,1.75e-04,5.60e-02
8,801,r24,1.08e+02,5.56e-05,1.28e-02
9,801,r23r,3.26e+01,3.83e-04,2.65e-02
10,801,r10c,1.10e+02,8.61e-07,2.01e-04
11,801,r40,1.23e+02,7.25e-06,1.89e-03
12,801,r6r,7.84e+03,1.10e-06,1.83e-02
13,801,r5r,7.99e+00,2.92e-03,4.94e-02
14,801,r15r,7.53e+01,3.65e-05,5.83e-03
15,801,r2r,3.22e+02,1.47e-05,1.01e-02
16,801,r28r,2.82e+02,9.45e-06,5.64e-03
17,801,r27b,1.79e+02,2.41e-04,9.17e-02
18,801,r7ra,2.33e+02,1.73e-04,8.57e-02
19,801,r7rc,5.31e+01,1.04e-04,1.18e-02
20,801,r10a,2.41e+02,1.46e-07,7.44e-05
21,801,r1,1.04e+02,1.22e-04,2.69e-02
22,801,r10b,4.10e+02,3.47e-08,3.01e-05
23,801,r29r,2.11e+02,9.75e-06,4.36e-03
24,801,r93,9.97e+01,8.03e-06,1.70e-03
25,801,r8r,2.11e+02,2.13e-05,9.54e-03
26,801,r12r,1.36e+03,2.81e-08,8.10e-05
27,801,r11r,1.34e+02,4.83e-07,1.37e-04
28,801,r70,9.95e+01,1.34e-06,2.83e-04
0,802,r54ra,3.51e-01,1.57e+00,4.66e-01
1,802,r22,3.59e+02,5.06e-06,1.54e-03
2,802,r21,3.77e+01,2.98e-03,9.52e-02
3,802,r54rb,3.24e+02,4.86e-05,1.33e-02
4,802,r26r,8.92e+01,4.85e-05,3.67e-03
5,802,r3,1.15e+02,5.23e-04,5.09e-02
6,802,r27,7.81e+01,2.61e-04,1.73e-02
7,802,r80,7.10e+01,1.99e-03,1.20e-01
8,802,r7rb,3.90e+02,8.39e-05,2.77e-02
9,802,r25,1.51e+02,2.41e-04,3.07e-02
10,802,r24,1.08e+02,4.77e-05,4.38e-03
11,802,r23r,3.26e+01,2.11e-04,5.82e-03
12,802,r10c,1.10e+02,1.05e-06,9.84e-05
13,802,r41,7.59e+01,8.71e-05,5.60e-03
14,802,r40,1.23e+02,3.91e-05,4.08e-03
15,802,r6r,7.84e+03,1.48e-06,9.84e-03
16,802,r5r,7.99e+00,4.01e-03,2.71e-02
17,802,r15r,7.53e+01,1.26e-05,8.03e-04
18,802,r2r,3.22e+02,2.17e-05,5.92e-03
19,802,r28r,2.82e+02,7.50e-06,1.79e-03
20,802,r7ra,2.33e+02,2.09e-04,4.13e-02
21,802,r7rc,5.31e+01,2.52e-04,1.13e-02
22,802,r10a,2.41e+02,2.53e-07,5.16e-05
23,802,r1,1.04e+02,5.00e-04,4.40e-02
24,802,r10b,4.10e+02,8.26e-08,2.87e-05
25,802,r93,9.97e+01,8.03e-06,6.78e-04
26,802,r8r,2.11e+02,6.16e-05,1.10e-02
27,802,r12r,1.36e+03,2.07e-08,2.38e-05
28,802,r11r,1.34e+02,3.55e-07,4.03e-05
29,802,r70,9.95e+01,8.31e-07,7.00e-05
0,803,r22,3.59e+02,2.52e-05,1.60e-02
1,803,r21,3.77e+01,9.95e-04,6.65e-02
2,803,r26r,8.92e+01,7.40e-05,1.17e-02
3,803,r3,1.15e+02,4.08e-04,8.31e-02
4,803,r27,7.81e+01,2.35e-03,3.26e-01
5,803,r7rb,3.90e+02,4.01e-05,2.78e-02
6,803,r25,1.51e+02,1.97e-04,5.25e-02
7,803,r24,1.08e+02,6.04e-05,1.16e-02
8,803,r23r,3.26e+01,4.21e-04,2.44e-02
9,803,r10c,1.10e+02,8.60e-07,1.68e-04
10,803,r40,1.23e+02,4.62e-05,1.01e-02
11,803,r6r,7.84e+03,1.66e-06,2.30e-02
12,803,r5r,7.99e+00,4.49e-03,6.36e-02
13,803,r15r,7.53e+01,3.24e-05,4.32e-03
14,803,r2r,3.22e+02,2.22e-05,1.27e-02
15,803,r28r,2.82e+02,3.16e-06,1.58e-03
16,803,r27b,1.79e+02,2.95e-04,9.39e-02
17,803,r7ra,2.33e+02,2.50e-04,1.04e-01
18,803,r7rc,5.31e+01,1.67e-04,1.57e-02
19,803,r10a,2.41e+02,1.45e-07,6.20e-05
20,803,r1,1.04e+02,1.84e-04,3.39e-02
21,803,r10b,4.10e+02,3.44e-08,2.50e-05
22,803,r29r,2.11e+02,2.70e-06,1.01e-03
23,803,r93,9.97e+01,8.03e-06,1.42e-03
24,803,r8r,2.11e+02,3.39e-05,1.27e-02
25,803,r12r,1.36e+03,2.68e-08,6.47e-05
26,803,r11r,1.34e+02,4.68e-07,1.11e-04
27,803,r95,1.00e+02,1.04e-05,1.85e-03
28,803,r70,9.95e+01,1.28e-06,2.27e-04
0,804,r22,3.59e+02,2.32e-05,2.14e-02
1,804,r21,3.77e+01,6.77e-04,6.58e-02
2,804,r26r,8.92e+01,5.16e-05,1.19e-02
3,804,r3,1.15e+02,2.03e-04,6.02e-02
4,804,r27,7.81e+01,2.83e-04,5.69e-02
5,804,r80,7.10e+01,2.48e-03,4.53e-01
6,804,r7rb,3.90e+02,2.53e-05,2.54e-02
7,804,r25,1.51e+02,1.22e-04,4.75e-02
8,804,r24,1.08e+02,5.68e-05,1.59e-02
9,804,r23r,3.26e+01,2.87e-04,2.41e-02
10,804,r10c,1.10e+02,8.90e-07,2.53e-04
11,804,r41,7.59e+01,6.75e-06,1.32e-03
12,804,r40,1.23e+02,1.72e-05,5.46e-03
13,804,r6r,7.84e+03,8.05e-07,1.63e-02
14,804,r5r,7.99e+00,2.22e-03,4.57e-02
15,804,r15r,7.53e+01,2.42e-05,4.69e-03
16,804,r2r,3.22e+02,1.12e-05,9.26e-03
17,804,r28r,2.82e+02,8.45e-06,6.14e-03
18,804,r7ra,2.33e+02,1.12e-04,6.74e-02
19,804,r7rc,5.31e+01,9.50e-05,1.30e-02
20,804,r10a,2.41e+02,1.61e-07,1.00e-04
21,804,r1,1.04e+02,1.18e-04,3.16e-02
22,804,r10b,4.10e+02,4.21e-08,4.44e-05
23,804,r29r,2.11e+02,5.59e-06,3.04e-03
24,804,r93,9.97e+01,8.03e-06,2.06e-03
25,804,r8r,2.11e+02,2.04e-05,1.11e-02
26,804,r12r,1.36e+03,2.41e-08,8.47e-05
27,804,r11r,1.34e+02,4.32e-07,1.49e-04
28,804,r70,9.95e+01,1.12e-06,2.88e-04
0,805,r22,3.59e+02,1.01e-05,9.28e-03
1,805,r21,3.77e+01,6.73e-04,6.48e-02
2,805,r26r,8.92e+01,3.54e-05,8.07e-03
3,805,r3,1.15e+02,2.40e-04,7.06e-02
4,805,r27,7.81e+01,2.29e-04,4.57e-02
5,805,r80,7.10e+01,2.35e-03,4.25e-01
6,805,r7rb,3.90e+02,3.33e-05,3.32e-02
7,805,r25,1.51e+02,9.36e-05,3.60e-02
8,805,r24,1.08e+02,3.19e-05,8.84e-03
9,805,r23r,3.26e+01,2.00e-04,1.66e-02
10,805,r10c,1.10e+02,9.02e-07,2.54e-04
11,805,r41,7.59e+01,4.44e-05,8.61e-03
12,805,r40,1.23e+02,5.65e-05,1.78e-02
13,805,r6r,7.84e+03,1.03e-06,2.06e-02
14,805,r5r,7.99e+00,2.95e-03,6.02e-02
15,805,r15r,7.53e+01,1.70e-05,3.27e-03
16,805,r2r,3.22e+02,1.44e-05,1.18e-02
17,805,r28r,2.82e+02,5.01e-06,3.60e-03
18,805,r7ra,2.33e+02,1.26e-04,7.50e-02
19,805,r7rc,5.31e+01,1.43e-04,1.93e-02
