,efm,reaction,metabolite,dq/dKm,dlogq/dlogKm,dmu/dKm,dlogmu/dlogKm
41950,1139,R10a,nadh,-1.34e-02,-3.53e-03,5.21e-03,5.92e-05
41951,1141,R10a,glu6p,1.03e-02,7.95e-03,-5.42e-03,-1.44e-04
41952,1141,R10a,glulac6p,-2.50e-02,-7.93e-03,1.32e-02,1.43e-04
41953,1141,R10a,nad,5.44e-03,1.16e-02,-2.87e-03,-2.09e-04
41954,1141,R10a,nadh,-6.16e-03,-1.95e-03,3.25e-03,3.53e-05
41955,1143,R10a,glu6p,1.07e-02,7.50e-03,-4.82e-03,-1.30e-04
41956,1143,R10a,glulac6p,-2.60e-02,-7.48e-03,1.17e-02,1.29e-04
41957,1143,R10a,nad,5.64e-03,1.09e-02,-2.55e-03,-1.88e-04
41958,1143,R10a,nadh,-6.75e-03,-1.94e-03,3.05e-03,3.36e-05
41959,1144,R10a,glu6p,1.87e-02,4.80e-03,-1.44e-03,-4.50e-05
41960,1144,R10a,glulac6p,-4.54e-02,-4.79e-03,3.51e-03,4.48e-05
41961,1144,R10a,nad,9.04e-03,6.38e-03,-6.98e-04,-5.98e-05
41962,1144,R10a,nadh,-3.74e-02,-3.94e-03,2.89e-03,3.69e-05
41963,1147,R10a,glu6p,6.15e-02,1.06e-03,-2.48e-05,-1.63e-06
41964,1147,R10a,glulac6p,-1.46e-01,-1.03e-03,5.90e-05,1.58e-06
41965,1147,R10a,nad,2.71e-02,1.29e-03,-1.09e-05,-1.97e-06
41966,1147,R10a,nadh,-1.39e-01,-9.83e-04,5.61e-05,1.51e-06
41967,1148,R10a,glu6p,8.77e-04,1.78e-03,-1.83e-03,-5.77e-06
41968,1148,R10a,glulac6p,-2.13e-03,-1.78e-03,4.45e-03,5.75e-06
41969,1148,R10a,nad,4.75e-04,2.66e-03,-9.91e-04,-8.59e-06
41970,1148,R10a,nadh,-5.91e-05,-4.93e-05,1.23e-04,1.59e-07
41971,1149,R10a,glu6p,1.45e-02,4.52e-03,-1.60e-03,-2.40e-05
41972,1149,R10a,glulac6p,-3.53e-02,-4.51e-03,3.88e-03,2.39e-05
41973,1149,R10a,nad,5.72e-03,4.90e-03,-6.29e-04,-2.60e-05
41974,1149,R10a,nadh,-2.82e-02,-3.61e-03,3.11e-03,1.91e-05
41975,115,R10a,glu6p,3.59e-03,5.61e-03,-5.35e-03,-4.09e-05
41976,115,R10a,glulac6p,-8.66e-03,-5.55e-03,1.29e-02,4.05e-05
41977,115,R10a,nad,1.60e-03,6.88e-03,-2.39e-03,-5.02e-05
41978,115,R10a,nadh,-3.23e-04,-2.07e-04,4.81e-04,1.51e-06
41979,1151,R10a,glu6p,3.97e-03,6.80e-03,-6.68e-03,-4.52e-05
41980,1151,R10a,glulac6p,-9.62e-03,-6.76e-03,1.62e-02,4.50e-05
41981,1151,R10a,nad,1.62e-03,7.63e-03,-2.73e-03,-5.07e-05
41982,1151,R10a,nadh,-2.01e-04,-1.41e-04,3.38e-04,9.39e-07
41983,1152,R10a,glu6p,5.79e-02,1.06e-03,-2.64e-05,-1.63e-06
41984,1152,R10a,glulac6p,-1.38e-01,-1.03e-03,6.26e-05,1.59e-06
41985,1152,R10a,nad,2.55e-02,1.29e-03,-1.16e-05,-1.97e-06
41986,1152,R10a,nadh,-1.31e-01,-9.84e-04,5.95e-05,1.51e-06
41987,1153,R10a,glu6p,6.13e-02,1.07e-03,-2.53e-05,-1.65e-06
41988,1153,R10a,glulac6p,-1.46e-01,-1.04e-03,6.00e-05,1.61e-06
41989,1153,R10a,nad,2.70e-02,1.29e-03,-1.11e-05,-1.99e-06
41990,1153,R10a,nadh,-1.38e-01,-9.90e-04,5.71e-05,1.53e-06
41991,1155,R10a,glu6p,8.76e-04,1.79e-03,-1.84e-03,-5.92e-06
41992,1155,R10a,glulac6p,-2.13e-03,-1.79e-03,4.48e-03,5.91e-06
41993,1155,R10a,nad,4.79e-04,2.69e-03,-1.01e-03,-8.90e-06
41994,1155,R10a,nadh,-5.99e-05,-5.02e-05,1.26e-04,1.66e-07
41995,1157,R10a,glu6p,5.71e-02,1.07e-03,-2.72e-05,-1.65e-06
41996,1157,R10a,glulac6p,-1.36e-01,-1.04e-03,6.46e-05,1.61e-06
41997,1157,R10a,nad,2.51e-02,1.30e-03,-1.20e-05,-2.00e-06
41998,1157,R10a,nadh,-1.29e-01,-9.92e-04,6.14e-05,1.53e-06
41999,116,R10a,glu6p,1.73e-02,3.48e-03,-8.45e-04,-1.38e-05
42000,116,R10a,glulac6p,-3.91e-02,-3.22e-03,1.91e-03,1.28e-05
42001,116,R10a,nad,6.65e-03,3.68e-03,-3.25e-04,-1.46e-05
42002,116,R10a,nadh,-3.64e-02,-3.00e-03,1.78e-03,1.19e-05
42003,1163,R10a,glu6p,9.86e-04,3.41e-04,-1.31e-04,-2.48e-07
42004,1163,R10a,glulac6p,-2.40e-03,-3.40e-04,3.19e-04,2.47e-07
42005,1163,R10a,nad,4.91e-04,4.67e-04,-6.53e-05,-3.40e-07
42006,1163,R10a,nadh,-1.69e-03,-2.39e-04,2.24e-04,1.74e-07
42007,1164,R10a,glu6p,3.55e-04,5.43e-04,-5.15e-04,-6.16e-07
42008,1164,R10a,glulac6p,-8.64e-04,-5.42e-04,1.25e-03,6.14e-07
42009,1164,R10a,nad,1.96e-04,8.25e-04,-2.84e-04,-9.35e-07
42010,1164,R10a,nadh,-1.43e-05,-8.94e-06,2.07e-05,1.01e-08
42011,1169,R10a,glu6p,9.58e-04,3.29e-04,-1.26e-04,-2.28e-07
42012,1169,R10a,glulac6p,-2.33e-03,-3.28e-04,3.06e-04,2.27e-07
42013,1169,R10a,nad,4.73e-04,4.47e-04,-6.23e-05,-3.10e-07
42014,1169,R10a,nadh,-1.64e-03,-2.31e-04,2.16e-04,1.60e-07
42015,117,R10a,glu6p,2.08e-02,8.69e-03,-3.87e-03,-1.09e-04
42016,117,R10a,glulac6p,-5.00e-02,-8.55e-03,9.28e-03,1.07e-04
42017,117,R10a,nad,8.74e-03,1.00e-02,-1.62e-03,-1.26e-04
42018,117,R10a,nadh,-2.45e-02,-4.18e-03,4.54e-03,5.25e-05
42019,1171,R10a,glu6p,3.38e-04,5.02e-04,-4.71e-04,-5.14e-07
42020,1171,R10a,glulac6p,-8.23e-04,-5.01e-04,1.14e-03,5.13e-07
42021,1171,R10a,nad,1.84e-04,7.50e-04,-2.55e-04,-7.67e-07
42022,1171,R10a,nadh,-1.34e-05,-8.14e-06,1.86e-05,8.33e-09
42023,1175,R10a,glu6p,1.23e-02,8.24e-03,-5.14e-03,-1.46e-04
42024,1175,R10a,glulac6p,-2.99e-02,-8.22e-03,1.25e-02,1.45e-04
42025,1175,R10a,nad,6.30e-03,1.16e-02,-2.63e-03,-2.05e-04
42026,1175,R10a,nadh,-1.46e-02,-4.01e-03,6.10e-03,7.09e-05
42027,1181,R10a,glu6p,9.58e-02,1.33e-02,-2.31e-03,-1.89e-04
42028,1181,R10a,glulac6p,-2.29e-01,-1.30e-02,5.52e-03,1.86e-04
42029,1181,R10a,nad,3.68e-02,1.40e-02,-8.86e-04,-2.00e-04
42030,1181,R10a,nadh,-2.16e-01,-1.23e-02,5.21e-03,1.75e-04
42031,1182,R10a,glu6p,2.53e-03,1.06e-03,-4.77e-04,-2.17e-06
42032,1182,R10a,glulac6p,-6.15e-03,-1.06e-03,1.16e-03,2.16e-06
42033,1182,R10a,nad,1.23e-03,1.42e-03,-2.32e-04,-2.90e-06
42034,1182,R10a,nadh,-4.93e-03,-8.50e-04,9.29e-04,1.73e-06
42035,1185,R10a,glu6p,2.48e-02,8.27e-03,-3.09e-03,-7.86e-05
42036,1185,R10a,glulac6p,-6.02e-02,-8.24e-03,7.51e-03,7.83e-05
42037,1185,R10a,nad,9.87e-03,9.06e-03,-1.23e-03,-8.61e-05
42038,1185,R10a,nadh,-5.38e-02,-7.37e-03,6.71e-03,7.00e-05
42039,1187,R10a,glu6p,3.00e-02,9.15e-03,-3.18e-03,-1.01e-04
42040,1187,R10a,glulac6p,-7.29e-02,-9.12e-03,7.73e-03,1.01e-04
42041,1187,R10a,nad,1.22e-02,1.02e-02,-1.29e-03,-1.13e-04
42042,1187,R10a,nadh,-6.53e-02,-8.17e-03,6.92e-03,9.06e-05
42043,1189,R10a,glu6p,9.98e-03,8.75e-03,-6.43e-03,-1.70e-04
42044,1189,R10a,glulac6p,-2.43e-02,-8.73e-03,1.56e-02,1.70e-04
42045,1189,R10a,nad,5.29e-03,1.28e-02,-3.41e-03,-2.49e-04
42046,1189,R10a,nadh,-5.47e-03,-1.97e-03,3.53e-03,3.84e-05
42047,1190,R10a,glu6p,7.70e-02,1.77e-02,-4.83e-03,-4.74e-04
42048,1190,R10a,glulac6p,-1.85e-01,-1.75e-02,1.16e-02,4.68e-04
42049,1190,R10a,nad,3.24e-02,2.04e-02,-2.03e-03,-5.48e-04
42050,1190,R10a,nadh,-1.10e-01,-1.03e-02,6.88e-03,2.77e-04
42051,1195,R10a,glu6p,1.24e-02,8.13e-03,-5.00e-03,-1.41e-04
42052,1195,R10a,glulac6p,-3.01e-02,-8.11e-03,1.22e-02,1.41e-04
42053,1195,R10a,nad,6.33e-03,1.14e-02,-2.55e-03,-1.98e-04
42054,1195,R10a,nadh,-1.54e-02,-4.13e-03,6.20e-03,7.18e-05
42055,12,R10a,glu6p,1.75e-01,1.27e-02,-1.20e-03,-1.91e-04
42056,12,R10a,glulac6p,-3.89e-01,-1.16e-02,2.68e-03,1.74e-04
42057,12,R10a,nad,6.90e-02,1.38e-02,-4.75e-04,-2.07e-04
42058,12,R10a,nadh,-3.91e-01,-1.16e-02,2.69e-03,1.74e-04
42059,1202,R10a,glu6p,5.76e-02,9.54e-04,-2.14e-05,-1.34e-06
42060,1202,R10a,glulac6p,-1.37e-01,-9.33e-04,5.11e-05,1.31e-06
42061,1202,R10a,nad,2.56e-02,1.17e-03,-9.53e-06,-1.64e-06
42062,1202,R10a,nadh,-1.30e-01,-8.84e-04,4.84e-05,1.24e-06
42063,1203,R10a,glu6p,1.49e-02,5.77e-03,-2.43e-03,-3.80e-05
42064,1203,R10a,glulac6p,-3.61e-02,-5.75e-03,5.91e-03,3.78e-05
42065,1203,R10a,nad,5.88e-03,6.28e-03,-9.62e-04,-4.13e-05
42066,1203,R10a,nadh,-3.10e-02,-4.93e-03,5.07e-03,3.24e-05
42067,1206,R10a,glu6p,1.05e-02,8.20e-03,-5.62e-03,-1.53e-04
42068,1206,R10a,glulac6p,-2.56e-02,-8.18e-03,1.37e-02,1.52e-04
42069,1206,R10a,nad,5.57e-03,1.19e-02,-2.98e-03,-2.22e-04
42070,1206,R10a,nadh,-6.22e-03,-1.99e-03,3.33e-03,3.71e-05
42071,1207,R10a,glu6p,1.82e-02,5.50e-03,-1.89e-03,-5.92e-05
42072,1207,R10a,glulac6p,-4.43e-02,-5.48e-03,4.60e-03,5.90e-05
42073,1207,R10a,nad,8.84e-03,7.33e-03,-9.17e-04,-7.89e-05
42074,1207,R10a,nadh,-3.59e-02,-4.44e-03,3.73e-03,4.78e-05
42075,1209,R10a,glu6p,9.78e-03,8.70e-03,-6.44e-03,-1.68e-04
42076,1209,R10a,glulac6p,-2.38e-02,-8.68e-03,1.57e-02,1.68e-04
42077,1209,R10a,nad,5.19e-03,1.27e-02,-3.42e-03,-2.46e-04
42078,1209,R10a,nadh,-5.32e-03,-1.94e-03,3.51e-03,3.76e-05
42079,1211,R10a,glu6p,1.04e-01,2.86e-02,-9.11e-03,-8.62e-04
42080,1211,R10a,glulac6p,-2.27e-01,-2.57e-02,1.99e-02,7.73e-04
42081,1211,R10a,nad,3.94e-02,2.98e-02,-3.45e-03,-8.98e-04
42082,1211,R10a,nadh,-2.26e-01,-2.55e-02,1.98e-02,7.69e-04
42083,1213,R10a,glu6p,8.34e-04,1.68e-03,-1.73e-03,-5.25e-06
42084,1213,R10a,glulac6p,-2.03e-03,-1.68e-03,4.20e-03,5.23e-06
42085,1213,R10a,nad,4.56e-04,2.53e-03,-9.42e-04,-7.87e-06
42086,1213,R10a,nadh,-5.55e-05,-4.60e-05,1.15e-04,1.43e-07
42087,1214,R10a,glu6p,5.18e-02,1.73e-02,-6.46e-03,-3.00e-04
42088,1214,R10a,glulac6p,-1.17e-01,-1.60e-02,1.46e-02,2.78e-04
42089,1214,R10a,nad,1.95e-02,1.79e-02,-2.43e-03,-3.10e-04
42090,1214,R10a,nadh,-1.15e-01,-1.57e-02,1.43e-02,2.71e-04
42091,1215,R10a,glu6p,4.60e-03,1.07e-02,-1.12e-02,-1.08e-04
42092,1215,R10a,glulac6p,-1.08e-02,-1.02e-02,2.62e-02,1.04e-04
42093,1215,R10a,nad,1.89e-03,1.21e-02,-4.61e-03,-1.23e-04
42094,1215,R10a,nadh,-4.27e-04,-4.06e-04,1.04e-03,4.13e-06
42095,1216,R10a,glu6p,1.08e-02,7.87e-03,-5.18e-03,-1.42e-04
42096,1216,R10a,glulac6p,-2.62e-02,-7.85e-03,1.26e-02,1.42e-04
42097,1216,R10a,nad,5.70e-03,1.14e-02,-2.74e-03,-2.07e-04
42098,1216,R10a,nadh,-6.62e-03,-1.98e-03,3.19e-03,3.58e-05
42099,1217,R10a,glu6p,1.18e-02,7.99e-03,-5.02e-03,-1.41e-04
42100,1217,R10a,glulac6p,-2.86e-02,-7.97e-03,1.22e-02,1.40e-04
42101,1217,R10a,nad,6.10e-03,1.14e-02,-2.60e-03,-2.00e-04
42102,1217,R10a,nadh,-1.19e-02,-3.32e-03,5.09e-03,5.85e-05
42103,1218,R10a,glu6p,5.91e-03,1.99e-02,-2.14e-02,-3.67e-04
42104,1218,R10a,glulac6p,-1.41e-02,-1.96e-02,5.12e-02,3.61e-04
42105,1218,R10a,nad,2.61e-03,2.42e-02,-9.45e-03,-4.46e-04
42106,1218,R10a,nadh,-1.26e-03,-1.74e-03,4.56e-03,3.21e-05
42107,1219,R10a,glu6p,3.45e-03,7.39e-03,-7.66e-03,-5.66e-05
42108,1219,R10a,glulac6p,-8.29e-03,-7.29e-03,1.84e-02,5.58e-05
42109,1219,R10a,nad,1.47e-03,8.67e-03,-3.27e-03,-6.64e-05
42110,1219,R10a,nadh,-3.43e-04,-3.02e-04,7.62e-04,2.31e-06
42111,1220,R10a,glu6p,1.38e-01,2.96e-03,-8.60e-05,-1.03e-05
42112,1220,R10a,glulac6p,-3.11e-01,-2.74e-03,1.94e-04,9.50e-06
42113,1220,R10a,nad,5.42e-02,3.20e-03,-3.38e-05,-1.11e-05
42114,1220,R10a,nadh,-3.11e-01,-2.74e-03,1.94e-04,9.50e-06
42115,1222,R10a,glu6p,5.56e-03,1.21e-02,-1.26e-02,-1.56e-04
42116,1222,R10a,glulac6p,-1.31e-02,-1.17e-02,2.97e-02,1.50e-04
42117,1222,R10a,nad,2.36e-03,1.42e-02,-5.37e-03,-1.82e-04
42118,1222,R10a,nadh,-6.77e-04,-6.06e-04,1.54e-03,7.77e-06
42119,1223,R10a,glu6p,1.05e-01,3.27e-03,-1.36e-04,-1.23e-05
42120,1223,R10a,glulac6p,-2.37e-01,-3.01e-03,3.06e-04,1.14e-05
42121,1223,R10a,nad,4.12e-02,3.51e-03,-5.32e-05,-1.33e-05
42122,1223,R10a,nadh,-2.37e-01,-3.02e-03,3.07e-04,1.14e-05
42123,1226,R10a,glu6p,5.88e-02,1.05e-03,-2.56e-05,-1.61e-06
42124,1226,R10a,glulac6p,-1.40e-01,-1.03e-03,6.09e-05,1.57e-06
42125,1226,R10a,nad,2.59e-02,1.28e-03,-1.13e-05,-1.95e-06
42126,1226,R10a,nadh,-1.33e-01,-9.77e-04,5.79e-05,1.49e-06
42127,1227,R10a,glu6p,7.73e-02,2.47e-02,-8.90e-03,-6.33e-04
42128,1227,R10a,glulac6p,-1.68e-01,-2.19e-02,1.93e-02,5.63e-04
42129,1227,R10a,nad,2.92e-02,2.56e-02,-3.36e-03,-6.57e-04
42130,1227,R10a,nadh,-1.67e-01,-2.19e-02,1.93e-02,5.62e-04
42131,1229,R10a,glu6p,4.13e-02,3.41e-02,-2.42e-02,-1.09e-03
42132,1229,R10a,glulac6p,-9.13e-02,-3.10e-02,5.36e-02,9.89e-04
42133,1229,R10a,nad,1.56e-02,3.54e-02,-9.15e-03,-1.13e-03
42134,1229,R10a,nadh,-8.54e-02,-2.90e-02,5.01e-02,9.24e-04
42135,123,R10a,glu6p,3.84e-03,4.21e-03,-3.47e-03,-2.10e-05
42136,123,R10a,glulac6p,-9.11e-03,-4.10e-03,8.24e-03,2.04e-05
42137,123,R10a,nad,1.57e-03,4.75e-03,-1.42e-03,-2.36e-05
42138,123,R10a,nadh,-4.44e-04,-2.00e-04,4.02e-04,9.95e-07
42139,1231,R10a,glu6p,6.17e-02,1.05e-03,-2.44e-05,-1.61e-06
42140,1231,R10a,glulac6p,-1.47e-01,-1.03e-03,5.80e-05,1.57e-06
42141,1231,R10a,nad,2.72e-02,1.28e-03,-1.08e-05,-1.95e-06
42142,1231,R10a,nadh,-1.39e-01,-9.77e-04,5.52e-05,1.49e-06
42143,1234,R10a,glu6p,6.76e-02,2.08e-02,-7.25e-03,-4.50e-04
42144,1234,R10a,glulac6p,-1.42e-01,-1.78e-02,1.52e-02,3.87e-04
42145,1234,R10a,nad,2.51e-02,2.12e-02,-2.70e-03,-4.60e-04
42146,1234,R10a,nadh,-1.41e-01,-1.78e-02,1.51e-02,3.85e-04
42147,1238,R10a,glu6p,6.46e-02,2.11e-02,-7.76e-03,-4.61e-04
42148,1238,R10a,glulac6p,-1.31e-01,-1.75e-02,1.57e-02,3.83e-04
42149,1238,R10a,nad,2.36e-02,2.12e-02,-2.84e-03,-4.64e-04
42150,1238,R10a,nadh,-1.30e-01,-1.74e-02,1.56e-02,3.80e-04
42151,124,R10a,glu6p,2.25e-02,6.37e-03,-2.08e-03,-6.58e-05
42152,124,R10a,glulac6p,-5.42e-02,-6.29e-03,5.01e-03,6.50e-05
42153,124,R10a,nad,9.71e-03,7.56e-03,-8.97e-04,-7.81e-05
42154,124,R10a,nadh,-2.25e-02,-2.62e-03,2.08e-03,2.70e-05
42155,1240,R10a,glu6p,7.46e-02,2.56e-02,-9.75e-03,-6.75e-04
42156,1240,R10a,glulac6p,-1.63e-01,-2.29e-02,2.13e-02,6.04e-04
42157,1240,R10a,nad,2.82e-02,2.66e-02,-3.69e-03,-7.02e-04
42158,1240,R10a,nadh,-1.62e-01,-2.28e-02,2.12e-02,6.01e-04
42159,1241,R10a,glu6p,2.37e-02,1.22e-02,-6.37e-03,-2.24e-04
42160,1241,R10a,glulac6p,-5.76e-02,-1.22e-02,1.55e-02,2.23e-04
42161,1241,R10a,nad,1.03e-02,1.47e-02,-2.78e-03,-2.69e-04
42162,1241,R10a,nadh,-4.10e-02,-8.67e-03,1.10e-02,1.59e-04
42163,1245,R10a,glu6p,1.23e-02,1.42e-02,-1.20e-02,-2.95e-04
42164,1245,R10a,glulac6p,-2.99e-02,-1.41e-02,2.90e-02,2.93e-04
42165,1245,R10a,nad,5.58e-03,1.77e-02,-5.42e-03,-3.67e-04
42166,1245,R10a,nadh,-5.95e-03,-2.81e-03,5.78e-03,5.83e-05
42167,1249,R10a,glu6p,7.96e-02,2.66e-02,-9.93e-03,-7.34e-04
42168,1249,R10a,glulac6p,-1.74e-01,-2.38e-02,2.17e-02,6.58e-04
42169,1249,R10a,nad,3.01e-02,2.76e-02,-3.76e-03,-7.63e-04
42170,1249,R10a,nadh,-1.72e-01,-2.36e-02,2.15e-02,6.50e-04
42171,125,R10a,glu6p,9.28e-02,9.43e-03,-1.23e-03,-1.14e-04
42172,125,R10a,glulac6p,-2.18e-01,-9.08e-03,2.89e-03,1.09e-04
42173,125,R10a,nad,3.74e-02,1.04e-02,-4.96e-04,-1.26e-04
42174,125,R10a,nadh,-2.01e-01,-8.38e-03,2.67e-03,1.01e-04
42175,1250,R10a,glu6p,9.28e-02,9.47e-03,-1.24e-03,-1.14e-04
42176,1250,R10a,glulac6p,-2.18e-01,-9.11e-03,2.91e-03,1.10e-04
42177,1250,R10a,nad,3.74e-02,1.05e-02,-5.00e-04,-1.27e-04
42178,1250,R10a,nadh,-2.01e-01,-8.41e-03,2.69e-03,1.02e-04
42179,1254,R10a,glu6p,2.09e-02,8.73e-03,-3.90e-03,-1.10e-04
42180,1254,R10a,glulac6p,-5.01e-02,-8.59e-03,9.36e-03,1.09e-04
42181,1254,R10a,nad,8.75e-03,1.01e-02,-1.64e-03,-1.27e-04
42182,1254,R10a,nadh,-2.46e-02,-4.22e-03,4.59e-03,5.32e-05
42183,1255,R10a,glu6p,2.22e-02,6.41e-03,-2.13e-03,-6.65e-05
42184,1255,R10a,glulac6p,-5.36e-02,-6.34e-03,5.12e-03,6.58e-05
42185,1255,R10a,nad,9.59e-03,7.61e-03,-9.18e-04,-7.90e-05
42186,1255,R10a,nadh,-2.23e-02,-2.64e-03,2.13e-03,2.74e-05
42187,1256,R10a,glu6p,1.06e-01,2.46e-02,-6.75e-03,-6.44e-04
42188,1256,R10a,glulac6p,-2.44e-01,-2.31e-02,1.55e-02,6.05e-04
42189,1256,R10a,nad,4.14e-02,2.63e-02,-2.63e-03,-6.89e-04
42190,1256,R10a,nadh,-2.41e-01,-2.28e-02,1.53e-02,5.99e-04
42191,126,R10a,glu6p,2.44e-01,3.37e-03,-6.32e-05,-1.31e-05
42192,126,R10a,glulac6p,-5.08e-01,-2.87e-03,1.31e-04,1.11e-05
42193,126,R10a,nad,9.47e-02,3.59e-03,-2.45e-05,-1.39e-05
42194,126,R10a,nadh,-5.48e-01,-3.10e-03,1.42e-04,1.20e-05
42195,1262,R10a,glu6p,2.23e-02,6.44e-03,-2.13e-03,-6.71e-05
42196,1262,R10a,glulac6p,-5.38e-02,-6.37e-03,5.14e-03,6.63e-05
42197,1262,R10a,nad,9.64e-03,7.65e-03,-9.21e-04,-7.97e-05
42198,1262,R10a,nadh,-2.25e-02,-2.66e-03,2.15e-03,2.77e-05
42199,1264,R10a,glu6p,1.21e-02,8.33e-03,-5.27e-03,-1.50e-04
42200,1264,R10a,glulac6p,-2.95e-02,-8.31e-03,1.28e-02,1.49e-04
42201,1264,R10a,nad,6.24e-03,1.18e-02,-2.71e-03,-2.12e-04
42202,1264,R10a,nadh,-1.37e-02,-3.85e-03,5.95e-03,6.93e-05
42203,1265,R10a,glu6p,9.20e-02,9.43e-03,-1.24e-03,-1.14e-04
42204,1265,R10a,glulac6p,-2.16e-01,-9.08e-03,2.92e-03,1.09e-04
42205,1265,R10a,nad,3.71e-02,1.05e-02,-5.01e-04,-1.26e-04
42206,1265,R10a,nadh,-1.99e-01,-8.39e-03,2.69e-03,1.01e-04
42207,1270,R10a,glu6p,2.52e-03,1.06e-03,-4.73e-04,-2.13e-06
42208,1270,R10a,glulac6p,-6.13e-03,-1.05e-03,1.15e-03,2.12e-06
42209,1270,R10a,nad,1.22e-03,1.41e-03,-2.30e-04,-2.84e-06
42210,1270,R10a,nadh,-4.93e-03,-8.48e-04,9.25e-04,1.71e-06
42211,1274,R10a,glu6p,1.01e-02,8.77e-03,-6.39e-03,-1.72e-04
42212,1274,R10a,glulac6p,-2.47e-02,-8.75e-03,1.55e-02,1.71e-04
42213,1274,R10a,nad,5.38e-03,1.28e-02,-3.39e-03,-2.51e-04
42214,1274,R10a,nadh,-5.61e-03,-1.99e-03,3.53e-03,3.90e-05
42215,128,R10a,glu6p,2.09e-02,8.64e-03,-3.81e-03,-1.08e-04
42216,128,R10a,glulac6p,-5.03e-02,-8.50e-03,9.16e-03,1.06e-04
42217,128,R10a,nad,8.79e-03,9.97e-03,-1.60e-03,-1.25e-04
42218,128,R10a,nadh,-2.46e-02,-4.17e-03,4.49e-03,5.21e-05
42219,1281,R10a,glu6p,2.07e-02,8.70e-03,-3.89e-03,-1.09e-04
42220,1281,R10a,glulac6p,-4.97e-02,-8.56e-03,9.34e-03,1.08e-04
42221,1281,R10a,nad,8.70e-03,1.00e-02,-1.63e-03,-1.26e-04
42222,1281,R10a,nadh,-2.44e-02,-4.19e-03,4.57e-03,5.27e-05
42223,1287,R10a,glu6p,2.69e-02,5.33e-03,-1.28e-03,-3.33e-05
42224,1287,R10a,glulac6p,-6.18e-02,-5.02e-03,2.94e-03,3.14e-05
42225,1287,R10a,nad,1.05e-02,5.74e-03,-5.02e-04,-3.59e-05
42226,1287,R10a,nadh,-5.80e-02,-4.71e-03,2.76e-03,2.94e-05
42227,1288,R10a,glu6p,1.70e-02,4.70e-03,-1.50e-03,-2.39e-05
42228,1288,R10a,glulac6p,-3.69e-02,-4.19e-03,3.27e-03,2.12e-05
42229,1288,R10a,nad,6.25e-03,4.75e-03,-5.53e-04,-2.41e-05
42230,1288,R10a,nadh,-3.11e-02,-3.52e-03,2.75e-03,1.79e-05
42231,1289,R10a,glu6p,5.83e-02,9.62e-04,-2.15e-05,-1.36e-06
42232,1289,R10a,glulac6p,-1.39e-01,-9.40e-04,5.13e-05,1.33e-06
42233,1289,R10a,nad,2.59e-02,1.18e-03,-9.57e-06,-1.67e-06
42234,1289,R10a,nadh,-1.32e-01,-8.91e-04,4.86e-05,1.26e-06
42235,129,R10a,glu6p,1.69e-02,4.62e-03,-1.47e-03,-2.30e-05
42236,129,R10a,glulac6p,-3.67e-02,-4.11e-03,3.18e-03,2.05e-05
42237,129,R10a,nad,6.20e-03,4.66e-03,-5.38e-04,-2.32e-05
42238,129,R10a,nadh,-3.08e-02,-3.45e-03,2.67e-03,1.72e-05
42239,1291,R10a,glu6p,1.75e-02,3.58e-03,-8.82e-04,-1.46e-05
42240,1291,R10a,glulac6p,-3.97e-02,-3.32e-03,1.99e-03,1.36e-05
42241,1291,R10a,nad,6.75e-03,3.79e-03,-3.39e-04,-1.55e-05
42242,1291,R10a,nadh,-3.70e-02,-3.09e-03,1.86e-03,1.26e-05
42243,1292,R10a,glu6p,3.61e-03,5.82e-03,-5.60e-03,-4.34e-05
42244,1292,R10a,glulac6p,-8.71e-03,-5.75e-03,1.35e-02,4.29e-05
42245,1292,R10a,nad,1.61e-03,7.12e-03,-2.49e-03,-5.31e-05
42246,1292,R10a,nadh,-3.34e-04,-2.21e-04,5.18e-04,1.65e-06
42247,1295,R10a,glu6p,1.08e-02,8.06e-03,-5.36e-03,-1.49e-04
42248,1295,R10a,glulac6p,-2.64e-02,-8.04e-03,1.30e-02,1.48e-04
42249,1295,R10a,nad,5.74e-03,1.17e-02,-2.84e-03,-2.16e-04
42250,1295,R10a,nadh,-6.58e-03,-2.00e-03,3.25e-03,3.69e-05
42251,1297,R10a,glu6p,1.80e-02,6.02e-03,-2.26e-03,-7.09e-05
42252,1297,R10a,glulac6p,-4.37e-02,-6.00e-03,5.48e-03,7.07e-05
42253,1297,R10a,nad,8.73e-03,8.04e-03,-1.10e-03,-9.46e-05
42254,1297,R10a,nadh,-3.50e-02,-4.80e-03,4.39e-03,5.65e-05
42255,1298,R10a,glu6p,1.07e-02,8.31e-03,-5.70e-03,-1.57e-04
42256,1298,R10a,glulac6p,-2.59e-02,-8.29e-03,1.39e-02,1.56e-04
42257,1298,R10a,nad,5.65e-03,1.21e-02,-3.02e-03,-2.28e-04
42258,1298,R10a,nadh,-6.28e-03,-2.01e-03,3.36e-03,3.79e-05
42259,1299,R10a,glu6p,1.17e-02,8.17e-03,-5.23e-03,-1.48e-04
42260,1299,R10a,glulac6p,-2.84e-02,-8.15e-03,1.27e-02,1.47e-04
42261,1299,R10a,nad,6.07e-03,1.17e-02,-2.72e-03,-2.11e-04
42262,1299,R10a,nadh,-1.11e-02,-3.18e-03,4.97e-03,5.75e-05
42263,13,R10a,glu6p,1.73e-02,1.61e-02,-1.22e-02,-3.05e-04
